Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default,Loan_annual
30,44698,249707,721,17,3,10.57,12,0.66,3,3,2,0,0,3,0,0,249707
69,117638,46129,845,94,3,2.41,12,0.33,1,0,1,0,0,4,1,0,46129
49,71118,78255,389,19,1,8.01,12,0.39,0,1,2,1,1,2,1,0,78255
34,95545,229135,750,37,3,15.44,60,0.46,3,1,2,0,0,1,1,0,45827
58,90704,197307,836,27,3,14.66,60,0.53,3,2,0,0,1,3,1,0,39461
53,138583,113592,639,61,1,23.39,24,0.49,0,2,0,1,1,4,1,0,56796
63,114450,144482,514,32,4,14.12,60,0.41,1,1,0,0,0,3,1,0,28896
36,15895,57199,311,114,3,10.19,12,0.42,0,2,0,1,1,0,1,0,57199
52,94281,161735,681,71,2,15.03,36,0.64,0,0,2,1,0,1,0,0,53911
63,88143,40184,657,72,3,13.99,48,0.23,0,1,2,0,1,4,1,0,10046
57,71972,187065,624,73,2,16.75,12,0.13,0,2,0,1,0,0,0,0,187065
45,48498,115985,697,68,3,23.17,60,0.85,3,2,0,0,0,1,0,0,23197
18,32498,35124,308,91,4,17.93,24,0.3,1,2,2,0,0,4,1,1,17562
59,62394,13493,662,86,3,20.32,60,0.44,3,2,0,1,0,0,0,0,2698
35,107407,123686,778,63,3,3.78,12,0.32,2,3,0,0,1,3,0,0,123686
65,104335,191166,326,10,1,15.2,24,0.61,0,3,0,1,0,0,1,0,95583
57,58742,12068,729,70,1,22.92,24,0.58,2,3,1,0,0,1,1,0,6034
50,47769,171704,711,102,1,15.13,24,0.13,1,1,1,1,0,4,1,0,85852
29,28348,62318,475,57,2,7.81,12,0.74,3,3,2,0,1,1,1,0,62318
25,16058,92756,503,34,1,23.3,36,0.41,3,2,0,0,1,4,1,1,30918
41,58571,78579,623,74,1,17.11,24,0.81,2,0,2,0,1,1,0,0,39289
33,49674,243457,788,45,1,18.41,36,0.27,2,3,2,1,1,2,1,0,81152
67,78527,97689,799,13,1,3.83,48,0.83,0,3,1,0,0,2,1,0,24422
21,25355,213777,316,59,1,17.23,60,0.75,3,3,0,1,1,4,1,1,42755
55,77471,219348,490,36,4,15.83,24,0.82,1,0,1,1,1,3,1,0,109674
61,82280,106987,499,12,2,21.18,48,0.38,0,0,1,0,0,0,1,0,26746
44,144062,131431,660,43,2,17.0,48,0.59,1,1,1,1,1,2,0,0,32857
26,32402,234376,805,33,3,14.77,60,0.87,1,3,1,0,0,0,0,0,46875
64,147323,5028,644,5,1,19.66,36,0.17,1,1,0,1,0,4,0,0,1676
33,75596,65496,736,31,2,24.92,12,0.43,1,1,2,1,0,3,0,1,65496
29,34765,124395,571,71,1,3.4,24,0.27,0,3,2,1,1,2,0,0,62197
48,132386,29539,496,39,4,11.97,12,0.1,0,1,0,1,1,4,1,0,29539
41,78326,186630,363,5,1,7.26,60,0.43,3,2,0,1,1,1,1,0,37326
31,19376,85293,345,49,2,13.77,12,0.2,0,2,2,0,1,2,1,0,85293
62,130810,155353,401,66,1,24.33,48,0.58,2,1,1,0,1,2,0,0,38838
42,141387,68678,399,19,4,17.45,12,0.35,2,2,1,0,0,2,1,0,68678
51,85981,49814,508,36,1,11.45,60,0.21,1,1,2,1,0,0,0,0,9962
20,108646,177550,522,65,3,10.53,60,0.36,2,2,2,1,1,4,1,0,35510
41,140643,247681,583,98,1,20.77,24,0.49,2,3,1,1,1,4,0,0,123840
59,24658,61282,696,3,4,19.95,24,0.84,2,0,0,1,0,1,0,0,30641
26,69293,16869,431,29,1,13.02,60,0.65,0,2,2,1,0,2,0,0,3373
43,57379,247487,688,77,2,17.64,36,0.12,1,2,2,1,1,2,1,1,82495
37,93569,210179,684,64,4,18.37,36,0.23,0,3,2,1,1,1,1,0,70059
57,74991,85511,502,91,2,24.24,48,0.77,3,0,2,1,1,1,1,0,21377
27,36555,124982,451,27,4,7.75,36,0.3,0,1,2,1,1,0,1,0,41660
36,60135,125676,682,36,3,22.61,48,0.56,1,3,0,0,0,1,1,0,31419
20,38847,170855,407,61,3,8.13,12,0.65,3,3,2,0,1,2,0,0,170855
41,107309,34094,511,82,1,18.3,12,0.9,0,0,1,1,0,4,0,0,34094
22,83074,189323,634,49,3,19.56,24,0.13,3,3,1,0,1,1,1,1,94661
20,122806,195078,442,66,1,21.21,36,0.19,0,3,2,1,1,4,0,0,65026
44,15312,132008,579,50,4,13.95,12,0.37,2,2,1,0,0,3,1,0,132008
33,18213,243501,553,10,3,8.68,12,0.74,2,1,0,0,0,3,1,1,243501
66,31309,53241,657,64,2,21.92,12,0.59,1,0,2,0,0,1,0,1,53241
32,146338,33093,455,14,2,10.27,60,0.69,1,3,1,0,1,3,0,0,6618
52,45216,95602,458,13,4,14.36,12,0.66,2,0,0,1,0,4,1,0,95602
29,43719,142577,459,53,3,5.02,36,0.4,1,0,0,1,1,4,1,0,47525
58,102060,34465,710,95,2,21.75,24,0.12,3,1,2,1,0,3,1,0,17232
61,141521,118043,742,96,4,10.64,36,0.21,3,3,1,1,0,3,1,0,39347
43,94068,223315,367,84,3,24.41,12,0.74,0,0,2,1,1,0,1,0,223315
64,54074,166236,733,95,2,9.03,12,0.62,2,0,0,0,0,0,1,0,166236
51,55112,163408,511,32,1,24.57,12,0.47,3,3,0,0,1,0,1,0,163408
40,117827,208177,550,85,4,2.5,24,0.56,1,1,1,1,1,2,0,0,104088
48,72841,56193,792,10,4,7.36,12,0.61,2,2,2,1,0,2,0,0,56193
67,60723,67173,792,45,2,17.64,60,0.72,2,0,2,0,0,1,1,0,13434
37,80901,62873,837,75,3,10.31,12,0.65,2,2,2,0,0,2,1,0,62873
29,78219,169966,755,49,4,5.52,12,0.47,3,0,2,0,0,0,0,0,169966
40,120431,34271,338,10,1,20.03,48,0.12,0,0,0,0,0,3,0,0,8567
21,120024,163537,846,103,3,18.87,24,0.56,0,1,2,0,0,0,0,0,81768
40,97040,215337,640,18,4,22.99,48,0.84,2,2,2,1,1,0,0,0,53834
65,90805,171459,369,74,1,9.29,48,0.48,3,1,2,0,1,0,0,0,42864
65,112112,90316,516,89,2,17.7,24,0.41,0,2,2,1,0,2,0,0,45158
18,112079,136917,817,76,2,24.0,24,0.82,2,1,0,1,1,1,1,1,68458
42,76712,125045,465,96,1,20.96,60,0.12,0,3,2,0,0,0,0,0,25009
19,147551,110483,801,31,2,15.77,48,0.73,1,0,1,1,1,2,1,0,27620
47,102784,132753,309,62,2,6.42,12,0.73,2,0,2,1,1,0,1,0,132753
20,72902,40805,488,48,1,19.31,12,0.11,1,2,0,0,0,4,1,0,40805
38,62304,201123,545,56,3,10.38,12,0.35,3,1,1,0,1,3,0,0,201123
42,31349,79600,353,75,3,23.5,36,0.78,1,3,0,0,1,4,1,0,26533
37,118331,238465,781,32,1,5.74,48,0.17,1,2,1,0,1,4,0,0,59616
66,60146,39511,742,92,2,12.74,60,0.56,0,0,2,0,0,4,0,0,7902
69,96999,238011,708,53,2,3.89,36,0.41,2,0,0,0,0,1,1,0,79337
39,116906,149565,419,13,4,20.33,36,0.88,1,2,1,1,0,3,0,0,49855
38,67993,234885,798,9,4,6.24,48,0.34,0,2,0,0,1,3,0,0,58721
50,65640,101307,782,31,2,15.28,36,0.46,3,0,1,1,1,1,1,0,33769
69,76648,52780,313,68,2,6.32,60,0.24,0,1,2,1,1,3,0,0,10556
55,50469,58332,354,66,2,24.86,24,0.32,3,2,2,1,0,2,0,0,29166
32,58861,126592,443,86,3,21.33,48,0.29,3,1,2,1,0,4,0,0,31648
63,63891,83103,613,65,1,24.27,24,0.48,3,3,2,0,0,4,0,0,41551
69,129472,243237,331,8,4,10.26,12,0.13,1,3,0,1,1,3,1,0,243237
32,122186,11921,605,52,1,15.3,60,0.54,3,1,2,1,0,4,0,0,2384
63,26602,211459,342,100,1,9.16,24,0.54,0,0,1,0,0,4,0,0,105729
42,70900,140106,360,8,1,7.03,24,0.55,0,3,0,0,1,4,1,1,70053
38,127475,86527,322,83,4,9.38,48,0.67,0,1,0,0,0,0,0,0,21631
41,131871,155392,514,33,4,24.01,36,0.55,0,2,2,1,1,4,0,1,51797
22,149358,232710,697,41,3,9.59,36,0.86,2,1,2,1,0,3,1,0,77570
23,70124,98613,529,102,1,20.34,24,0.44,2,0,1,1,1,3,0,0,49306
66,110949,161225,513,100,1,24.83,24,0.78,2,1,0,0,1,2,0,0,80612
60,96466,69939,674,56,4,24.69,48,0.67,0,1,2,0,1,4,1,0,17484
65,99137,246954,688,85,1,11.99,36,0.52,0,1,1,0,1,0,1,0,82318
61,96771,37088,758,29,4,6.24,60,0.25,2,2,2,1,0,4,1,0,7417
64,125780,7510,303,73,1,3.11,12,0.2,2,1,2,1,1,3,0,0,7510
40,138013,11171,508,82,4,10.35,24,0.54,1,3,0,0,0,2,1,0,5585
21,98463,207909,848,82,4,24.74,48,0.44,3,2,0,1,0,1,1,0,51977
44,137350,106576,707,51,2,3.04,60,0.72,3,2,2,0,1,4,0,1,21315
35,74876,246547,803,8,2,3.6,48,0.59,0,2,1,1,1,4,1,0,61636
38,124155,53644,590,72,4,11.73,36,0.55,1,2,2,1,0,4,0,1,17881
45,130380,62902,486,31,3,17.35,24,0.76,0,2,1,1,0,1,0,0,31451
52,23576,205215,707,29,2,22.37,48,0.88,0,1,0,1,1,2,1,0,51303
39,114705,158747,415,85,3,13.39,60,0.34,0,3,1,0,1,0,0,0,31749
57,68494,173372,307,57,1,14.19,36,0.36,1,1,0,0,0,0,1,0,57790
40,110896,191539,531,115,3,14.57,48,0.89,1,3,1,1,0,0,1,0,47884
20,56134,207311,651,75,4,15.57,36,0.85,3,1,2,1,0,4,0,0,69103
57,23106,37241,474,36,1,5.31,12,0.33,3,1,1,1,1,1,0,0,37241
67,45619,208347,438,31,2,14.66,12,0.86,2,1,2,0,1,2,0,0,208347
27,146662,193367,586,54,4,16.69,12,0.74,0,1,0,1,1,0,1,0,193367
42,129619,195846,731,109,4,10.53,60,0.13,2,2,2,1,1,0,1,0,39169
69,148157,82858,476,77,3,5.02,60,0.37,0,0,1,1,0,3,1,0,16571
66,54688,243366,571,112,1,20.08,60,0.76,3,2,0,0,1,3,1,0,48673
25,67171,112648,401,73,4,2.04,60,0.29,0,3,2,0,0,1,0,0,22529
28,16437,15445,385,15,1,5.95,60,0.88,3,2,1,1,1,1,1,0,3089
22,56545,134007,431,45,3,23.12,60,0.3,2,2,0,0,0,2,0,0,26801
62,116076,203982,308,79,1,20.18,24,0.34,0,3,1,0,0,0,1,0,101991
54,126389,16521,607,24,4,6.37,24,0.55,3,3,2,0,0,0,1,0,8260
62,120515,195799,698,102,1,21.04,12,0.59,2,2,0,0,0,4,0,0,195799
55,115942,91933,619,37,3,16.1,24,0.62,2,2,2,0,1,4,0,0,45966
46,110789,30123,516,29,2,24.81,48,0.51,0,1,0,1,0,4,1,1,7530
22,65364,200531,329,3,3,20.47,36,0.81,0,3,0,1,1,2,1,1,66843
26,35048,69771,763,47,4,17.38,60,0.7,0,2,1,0,1,3,1,1,13954
65,113871,77450,514,49,3,16.71,36,0.65,2,3,1,1,0,0,0,0,25816
19,45592,11263,545,105,2,3.03,24,0.25,2,1,2,1,1,1,1,0,5631
18,95120,229122,524,50,2,4.04,48,0.34,1,0,1,1,1,2,1,0,57280
57,78752,177625,541,73,2,3.08,24,0.35,0,2,2,1,0,1,1,1,88812
68,30858,218309,544,28,2,12.31,48,0.51,2,2,1,0,1,2,1,0,54577
47,49298,7347,407,88,3,22.08,60,0.87,1,0,1,0,0,4,1,0,1469
28,71650,135887,504,48,3,17.26,36,0.8,0,3,0,1,1,0,0,0,45295
45,83106,227990,837,89,4,23.81,12,0.67,3,2,0,0,0,1,0,0,227990
61,106923,66903,498,95,1,5.32,12,0.67,2,0,0,1,1,4,1,0,66903
29,81483,223731,683,71,1,21.18,36,0.38,1,3,0,0,1,2,1,0,74577
56,58262,248537,568,94,4,18.81,48,0.82,2,1,2,1,0,1,1,0,62134
43,95415,78714,327,44,4,11.56,24,0.54,2,1,2,1,0,0,1,0,39357
30,47324,7520,716,24,3,21.76,48,0.63,0,2,2,1,0,3,1,0,1880
25,73142,199380,569,51,2,14.68,36,0.12,2,2,0,1,0,4,0,1,66460
45,68540,47859,664,58,3,19.34,12,0.43,0,1,0,0,1,4,0,0,47859
47,118760,13912,805,12,2,5.48,60,0.48,3,1,0,0,0,4,0,0,2782
26,24110,141793,607,66,3,10.89,12,0.55,0,2,0,0,1,4,1,0,141793
56,81342,17552,389,84,2,2.31,12,0.89,1,1,1,0,0,2,1,0,17552
48,109630,142502,512,97,3,12.48,48,0.43,2,1,1,0,1,2,1,0,35625
38,118811,71268,364,77,4,5.82,24,0.58,1,3,1,1,0,2,1,0,35634
64,19356,111723,837,52,1,15.61,36,0.52,0,3,2,0,1,2,1,0,37241
51,35236,204510,594,83,2,22.3,60,0.79,3,0,0,0,0,2,1,0,40902
48,148856,129985,845,3,3,20.72,36,0.76,3,3,0,1,0,2,1,0,43328
69,69014,204533,762,116,4,24.13,36,0.64,0,0,0,0,0,1,0,0,68177
42,145168,104951,556,51,3,20.74,36,0.86,3,2,0,0,0,2,1,0,34983
29,144819,241835,455,119,1,15.74,24,0.62,1,3,2,0,0,1,0,1,120917
18,106594,177946,741,4,4,5.78,48,0.31,3,2,2,1,1,4,0,1,44486
39,141034,91116,706,13,4,21.94,48,0.69,1,1,1,1,1,3,1,0,22779
57,115868,114274,540,69,3,9.39,60,0.85,1,3,0,0,1,2,0,0,22854
54,70874,68697,608,80,2,4.15,60,0.9,2,2,1,1,1,1,0,0,13739
64,142277,180272,454,94,3,18.12,48,0.17,3,3,1,1,0,1,1,0,45068
18,100665,17308,787,80,4,4.95,36,0.28,1,3,2,1,1,3,1,0,5769
18,44201,114947,764,72,4,3.57,24,0.52,0,1,2,0,0,2,1,0,57473
59,141513,102825,756,18,4,21.89,60,0.74,3,2,0,1,0,0,1,0,20565
59,108478,229071,430,44,2,4.33,12,0.37,0,0,1,0,0,3,0,0,229071
38,63629,241073,510,33,2,24.14,48,0.59,0,3,1,0,0,1,1,0,60268
32,69177,165125,554,75,3,8.86,12,0.58,0,2,2,1,0,2,0,0,165125
34,46317,218331,322,67,2,21.67,24,0.72,0,0,1,0,0,0,1,1,109165
39,46736,98528,350,90,2,12.52,24,0.6,1,1,2,1,0,3,1,0,49264
55,149256,224981,670,105,4,14.73,60,0.5,3,3,1,1,0,4,0,0,44996
52,130110,137352,616,68,4,21.46,36,0.29,2,0,0,1,1,3,0,0,45784
62,76438,15034,579,109,4,13.16,48,0.19,1,1,2,0,0,1,1,0,3758
33,133365,200281,697,50,3,5.88,36,0.53,0,1,0,0,0,3,1,0,66760
25,40602,82990,349,19,1,14.35,36,0.82,0,3,1,1,0,2,0,0,27663
64,91102,6706,664,10,1,13.23,24,0.12,0,1,0,1,1,4,0,0,3353
34,66370,179055,594,52,2,11.8,60,0.7,3,1,0,1,0,2,1,0,35811
34,81677,21286,793,36,1,24.06,60,0.66,2,3,1,0,1,4,0,1,4257
43,97873,163545,380,34,2,23.6,36,0.53,2,2,2,1,1,3,1,0,54515
30,49532,239299,340,38,2,18.91,60,0.67,1,1,1,0,1,3,0,0,47859
34,116549,91766,624,34,4,4.54,24,0.35,3,1,0,0,1,3,1,0,45883
55,51237,97149,727,20,2,15.13,24,0.5,0,0,1,1,1,4,1,0,48574
34,22698,48601,567,92,3,7.92,12,0.25,3,1,0,1,0,1,1,1,48601
65,79724,228720,721,18,4,13.06,60,0.74,1,2,2,0,1,4,0,0,45744
31,101184,43050,821,58,4,6.84,24,0.71,3,1,1,1,0,0,0,0,21525
62,59092,63265,365,16,4,3.0,12,0.54,1,1,1,0,1,1,0,1,63265
23,94066,119018,394,108,1,13.58,12,0.77,2,1,2,1,0,0,1,0,119018
52,41038,141493,340,79,3,9.28,36,0.6,1,2,0,1,1,4,1,0,47164
63,61020,220670,639,94,3,15.17,36,0.61,2,0,0,1,1,3,0,0,73556
31,64218,207642,750,68,4,19.34,48,0.89,3,1,2,1,1,1,0,1,51910
64,89032,94971,418,114,2,13.37,12,0.77,2,2,2,1,1,0,1,0,94971
25,112666,125949,373,111,4,12.71,24,0.63,1,2,1,1,0,2,0,0,62974
32,128831,218483,419,27,4,22.09,48,0.44,3,2,2,1,0,1,1,1,54620
44,20125,38899,534,29,4,2.21,48,0.61,3,3,0,0,0,0,0,0,9724
30,61233,7656,765,13,3,14.94,48,0.1,0,3,2,0,1,1,0,0,1914
66,109104,49176,507,52,1,11.45,12,0.76,2,0,1,1,0,3,1,0,49176
48,21482,137051,738,78,4,12.4,12,0.4,1,0,0,1,0,2,0,1,137051
52,35534,95434,662,102,4,6.33,36,0.12,3,1,2,0,1,0,1,0,31811
23,90761,6256,459,88,1,2.71,24,0.43,1,0,1,1,0,1,0,0,3128
22,35154,176687,574,23,3,8.2,24,0.31,3,0,0,0,1,4,0,0,88343
39,38768,138372,439,60,2,19.38,12,0.44,2,1,0,0,1,2,0,0,138372
66,128944,39470,848,13,2,12.52,36,0.56,0,0,1,1,1,2,1,0,13156
40,21347,128550,789,36,1,21.71,48,0.48,3,1,0,1,1,4,1,0,32137
42,131767,233572,480,38,1,5.16,24,0.19,3,3,2,1,1,0,1,0,116786
51,99775,44560,517,19,2,19.9,48,0.74,1,1,0,0,1,0,0,0,11140
43,133890,137957,326,37,4,23.7,60,0.71,2,1,0,1,1,3,1,0,27591
64,93626,179236,726,21,4,10.13,60,0.18,1,0,2,0,1,3,1,0,35847
22,133037,226169,597,28,1,20.85,12,0.71,3,2,2,0,1,0,1,0,226169
43,117078,23871,593,6,4,10.41,24,0.13,0,3,0,1,1,1,1,0,11935
37,103528,79629,819,36,3,19.37,24,0.76,1,0,0,0,0,3,0,0,39814
23,74039,29841,611,86,3,23.15,60,0.84,2,3,0,0,0,0,1,0,5968
23,148702,150914,760,34,2,7.62,36,0.15,1,0,1,0,0,2,1,0,50304
67,110109,216238,715,90,1,13.82,48,0.33,1,1,1,1,1,4,0,0,54059
35,147494,6136,601,111,4,21.64,36,0.26,0,0,2,0,1,4,1,0,2045
21,72698,33541,488,4,2,20.44,48,0.5,1,2,1,1,0,3,1,0,8385
34,74789,154164,632,76,1,5.68,60,0.23,0,1,0,1,0,1,1,0,30832
31,140367,58763,643,43,1,14.62,12,0.51,2,0,0,0,1,0,0,0,58763
31,55236,183467,666,39,3,19.79,36,0.56,2,2,0,0,1,1,0,1,61155
30,84004,101185,431,15,1,5.61,12,0.14,2,3,0,1,1,4,0,0,101185
24,114421,148379,478,116,2,21.24,60,0.39,0,0,2,0,0,3,0,0,29675
61,57840,203736,384,71,1,8.25,24,0.41,0,2,0,1,0,1,0,0,101868
32,103139,96486,313,82,4,20.99,12,0.49,0,1,0,1,1,4,1,0,96486
36,102279,53418,327,5,2,7.52,60,0.6,3,2,0,1,0,3,1,0,10683
60,39487,144126,578,101,1,23.4,48,0.33,3,0,0,0,1,0,0,0,36031
64,63808,230703,603,89,4,20.29,24,0.65,0,1,1,1,1,0,1,0,115351
61,147999,17516,443,81,1,8.16,36,0.37,3,3,2,1,1,2,0,0,5838
52,145629,29139,768,0,2,2.11,12,0.41,3,1,2,0,0,4,0,0,29139
34,48906,195561,565,18,1,2.05,24,0.8,2,2,1,0,0,1,0,1,97780
52,93205,126874,487,48,4,4.12,60,0.35,0,3,2,0,0,0,0,0,25374
36,61146,32663,399,29,1,17.56,36,0.71,3,0,0,1,0,4,1,0,10887
37,36810,174972,582,16,1,7.55,60,0.41,3,2,0,0,1,2,1,0,34994
53,76609,33187,444,75,2,11.76,12,0.59,1,3,2,1,1,4,1,0,33187
52,114780,113747,722,67,1,10.65,24,0.37,3,3,1,1,1,2,0,0,56873
49,93220,80851,586,13,2,20.39,24,0.33,3,1,0,1,0,0,1,0,40425
65,22030,133609,821,52,3,11.09,48,0.79,0,0,0,0,0,2,1,0,33402
61,126734,58931,662,101,2,11.08,60,0.13,2,1,2,1,0,0,0,0,11786
57,139252,122982,779,64,2,22.93,60,0.22,2,0,0,0,1,0,0,0,24596
41,114344,85898,702,18,4,7.1,48,0.41,1,2,0,0,0,3,0,0,21474
34,113672,232773,419,113,2,14.48,36,0.77,3,1,1,1,0,0,0,0,77591
24,121522,95759,678,82,2,2.91,60,0.37,1,3,0,1,1,1,1,0,19151
60,140361,133624,452,86,2,16.21,36,0.25,1,0,2,0,0,0,0,0,44541
67,96465,243330,358,99,2,22.99,36,0.82,1,0,2,1,1,2,1,0,81110
18,119252,141364,548,11,4,10.27,48,0.83,2,3,2,1,1,1,1,1,35341
52,136590,115471,576,60,4,9.63,24,0.34,1,2,2,1,0,4,1,0,57735
49,145564,117657,767,79,3,9.57,60,0.49,0,0,2,0,0,3,0,0,23531
53,66903,121301,672,117,1,7.53,12,0.3,0,2,0,1,0,4,0,0,121301
30,149336,37538,511,37,1,13.75,60,0.71,3,2,1,1,0,4,1,0,7507
23,106680,10678,679,88,3,3.68,24,0.37,0,2,2,1,0,2,0,0,5339
31,111310,156998,391,100,3,16.7,36,0.85,2,3,0,1,1,0,1,0,52332
54,104789,189116,627,77,2,15.4,12,0.5,3,0,2,0,0,3,1,0,189116
65,110965,152030,767,87,3,11.97,12,0.3,2,2,2,1,1,0,0,0,152030
32,34742,88412,384,36,2,8.58,24,0.81,1,1,2,1,1,2,1,0,44206
64,54258,67884,538,104,4,5.72,60,0.75,2,3,0,0,0,0,0,0,13576
21,144985,82066,558,54,1,11.55,48,0.4,1,3,0,1,1,1,0,0,20516
57,75626,93924,497,41,1,7.26,60,0.21,2,0,0,1,1,0,0,0,18784
33,18672,5174,622,2,2,4.0,24,0.29,3,3,1,0,1,4,1,0,2587
45,96576,68255,822,116,4,14.53,60,0.29,2,1,1,1,0,4,1,0,13651
33,124393,94516,453,61,2,13.7,36,0.23,3,3,1,1,0,3,1,0,31505
21,90729,224574,802,49,2,13.56,48,0.84,3,3,1,0,0,0,0,0,56143
62,109419,213893,840,24,3,17.91,60,0.82,0,3,0,1,0,2,1,0,42778
43,106415,68506,331,77,1,14.99,24,0.12,3,3,2,0,0,3,1,0,34253
45,24039,41405,719,8,1,13.85,12,0.41,3,1,1,0,0,3,1,1,41405
49,70151,15707,460,24,3,5.98,36,0.33,2,2,0,0,0,4,1,0,5235
62,34217,76144,481,4,4,20.49,12,0.26,0,3,1,0,0,3,1,0,76144
19,133643,209151,661,36,2,19.06,12,0.48,0,1,0,1,0,2,1,1,209151
48,102316,195481,648,42,2,17.48,48,0.84,0,1,1,1,0,2,1,0,48870
20,146583,25037,640,114,4,2.56,60,0.13,2,1,1,1,0,2,0,0,5007
25,105035,167431,449,119,2,8.38,36,0.62,0,0,1,0,1,3,1,0,55810
41,94955,67470,812,35,2,15.14,48,0.12,3,2,0,0,0,4,0,0,16867
32,25472,25095,498,114,1,24.31,12,0.53,1,3,0,0,0,2,1,0,25095
60,131244,214435,717,89,4,12.43,36,0.7,1,3,2,1,0,0,0,0,71478
48,137282,146078,576,41,2,7.33,48,0.16,1,0,1,0,1,2,0,1,36519
26,38493,158127,680,15,1,13.54,24,0.14,1,0,1,0,0,2,1,0,79063
56,77862,82834,603,2,4,24.14,24,0.14,3,3,1,0,0,1,0,0,41417
62,112181,83161,789,79,4,7.22,60,0.53,0,1,2,1,1,4,0,0,16632
19,95929,33091,819,5,2,7.28,48,0.9,0,2,1,1,0,1,0,1,8272
25,102130,19933,715,36,2,5.16,60,0.8,3,0,0,1,0,2,1,0,3986
24,82934,43516,326,0,3,2.78,36,0.58,3,1,1,0,0,4,1,0,14505
61,112873,84304,702,12,4,18.18,24,0.71,0,3,2,1,0,0,0,0,42152
68,27620,239993,636,108,3,6.22,12,0.16,2,0,2,1,0,3,0,0,239993
56,92552,40713,534,49,2,13.67,12,0.63,3,1,2,0,1,4,1,0,40713
59,89871,82503,732,74,4,20.57,60,0.18,3,3,2,1,1,4,0,0,16500
33,100951,206788,425,49,2,10.81,48,0.2,2,2,1,0,1,4,0,0,51697
52,40328,192841,761,46,1,14.33,60,0.82,1,0,0,1,1,2,1,0,38568
47,91359,113047,716,47,3,16.66,24,0.42,2,0,0,0,0,1,1,0,56523
27,40936,59093,549,11,2,11.65,48,0.41,0,1,1,0,0,4,0,0,14773
55,128143,138148,372,49,1,8.44,60,0.25,0,0,2,1,1,2,0,0,27629
35,68220,110666,687,81,3,18.75,60,0.44,1,0,0,1,1,1,1,0,22133
67,96401,69397,302,72,4,6.45,12,0.9,1,1,2,1,1,0,1,0,69397
22,128229,81444,622,83,2,12.83,48,0.59,1,2,0,0,1,0,0,0,20361
46,137019,181765,798,107,3,7.99,12,0.74,0,3,0,0,0,2,0,0,181765
56,32842,227535,362,76,4,10.4,24,0.5,1,0,2,0,0,0,1,0,113767
51,19902,245269,699,14,1,5.0,24,0.55,1,1,1,0,1,1,1,0,122634
60,70891,5090,446,108,2,15.04,36,0.15,0,2,1,1,0,0,0,0,1696
62,109440,118892,350,98,1,9.68,12,0.82,3,1,2,0,1,0,1,0,118892
40,59686,42594,436,119,4,18.1,24,0.15,1,2,1,1,0,1,0,0,21297
22,67720,191039,683,85,4,9.79,24,0.28,1,3,0,1,0,1,1,0,95519
47,146838,149728,485,108,3,13.85,60,0.25,0,3,0,1,0,1,1,0,29945
23,47930,91981,471,7,1,20.69,12,0.53,0,1,1,0,1,2,0,0,91981
63,50730,171182,797,31,3,11.45,48,0.29,3,1,2,1,0,3,0,0,42795
61,28032,119245,738,68,1,14.55,60,0.65,2,1,0,0,0,3,0,0,23849
21,125068,213303,471,5,2,3.19,48,0.88,3,3,2,1,1,0,0,0,53325
46,24242,210840,686,80,4,22.79,60,0.24,2,0,1,1,1,1,1,0,42168
40,57198,28163,756,32,1,8.28,12,0.87,2,2,1,0,0,3,1,0,28163
23,147331,173437,503,75,2,10.49,48,0.27,1,2,0,0,0,3,0,0,43359
49,53658,109858,793,5,1,2.57,60,0.27,3,1,1,0,1,1,1,0,21971
59,110257,238477,453,74,3,22.27,60,0.73,1,1,0,1,1,1,1,0,47695
35,75349,45618,742,89,4,14.29,60,0.47,1,3,0,1,0,0,1,0,9123
32,44403,218462,639,72,1,6.65,48,0.83,3,2,0,1,0,4,0,0,54615
57,102147,145992,342,17,4,14.81,60,0.72,2,0,0,0,1,4,0,0,29198
49,51302,25476,630,29,4,2.0,24,0.18,3,1,1,1,1,2,0,0,12738
26,50648,135515,372,59,1,19.59,12,0.5,2,3,1,0,0,4,0,1,135515
54,22954,221814,652,41,2,15.99,48,0.38,2,2,0,0,0,2,1,0,55453
27,30115,223988,843,59,1,18.82,48,0.15,0,1,0,0,0,4,1,1,55997
37,146298,84248,708,23,4,7.38,24,0.89,0,2,0,0,0,0,1,0,42124
23,87391,56150,441,89,3,11.54,12,0.15,0,0,1,0,0,3,1,0,56150
65,84708,45844,648,13,4,10.49,36,0.33,3,1,1,1,1,1,1,0,15281
20,115277,67362,514,47,1,2.05,48,0.74,1,3,2,1,1,2,1,0,16840
59,146256,10558,571,87,3,15.3,12,0.43,0,0,2,1,1,3,0,0,10558
28,58731,190963,580,34,3,22.93,12,0.58,3,3,0,1,0,4,1,0,190963
60,135757,180360,526,115,1,2.21,48,0.45,2,2,1,0,0,3,0,0,45090
34,27682,154591,487,46,3,18.46,36,0.56,0,0,1,1,0,4,1,0,51530
49,105109,25865,830,55,3,11.45,60,0.67,3,0,0,0,1,3,1,0,5173
21,125241,182908,412,19,1,10.19,36,0.27,0,0,1,1,0,1,0,1,60969
21,58512,168476,679,7,4,7.88,48,0.46,0,1,2,0,0,1,1,0,42119
